R1,R2,RC,RE,C1,C2,Gain,Cutoff_Frequency,Phase_Margin
82215.64,12740.32,4136.33,344.78,8.385,0.589,21.42,10.0,67.18
87527.62,3303.42,1513.78,312.03,9.643,0.24,12.0,10.0,67.6
22357.0,10494.82,1775.22,266.92,5.733,4.989,16.69,10.0,83.91
95714.81,13354.63,8451.39,689.04,6.79,8.5,21.19,10.0,84.7
39594.04,20845.44,7622.66,1668.92,8.649,2.554,13.04,10.0,70.48
69608.24,2826.43,4132.24,541.33,0.621,6.965,16.01,10.0,90.0
77664.26,9363.89,8370.62,526.23,9.131,5.514,23.39,10.0,76.75
83075.16,20743.75,1267.28,1367.98,2.785,2.979,5.0,10.0,90.0
95117.47,16562.17,6435.35,239.0,0.665,2.929,28.08,10.0,80.9
38162.76,7959.0,8747.67,752.55,2.452,0.825,20.84,10.0,72.49
87265.58,21288.04,8469.21,626.08,5.905,5.409,22.5,10.0,78.92
21851.82,12839.05,4041.44,1702.24,0.574,4.556,7.44,10.0,90.0
73453.68,12960.45,7579.72,1053.28,0.108,2.965,16.86,10.0,90.0
76778.0,24438.1,4560.95,1310.62,6.43,9.707,10.33,10.0,90.0
70995.09,23730.8,8481.31,301.62,4.589,8.203,28.42,10.0,77.04
32708.33,9604.78,5542.24,1861.39,8.459,5.297,9.69,10.0,81.46
88573.88,4373.9,7766.14,678.78,2.65,5.265,19.33,10.0,88.02
25197.26,8816.0,1246.43,1428.34,2.879,2.017,5.0,10.0,83.36
14827.13,1731.6,6105.25,1911.52,0.868,6.526,9.66,10.0,90.0
74571.85,1498.43,5727.7,1041.87,5.431,9.541,13.4,10.0,90.0
52792.81,10492.53,6294.78,1039.69,3.722,8.993,15.43,10.0,90.0
86418.82,23584.48,7108.6,278.64,3.463,0.939,28.01,10.0,69.78
44505.74,21912.58,9222.04,811.04,4.631,0.626,21.81,10.0,67.39
25145.07,13274.63,7963.98,1712.31,8.512,9.616,13.82,10.0,86.74
85279.8,14565.43,2586.56,313.46,1.141,2.079,17.8,10.0,89.4
59401.87,1142.4,8346.01,1839.13,5.284,5.549,11.67,10.0,87.16
27027.62,6172.03,1659.76,1351.25,2.045,0.84,5.0,13.69,76.72
74834.56,1594.58,6410.89,870.87,2.203,8.449,14.81,10.0,90.0
56000.23,19108.95,8886.16,1115.67,2.642,1.267,18.58,10.0,74.66
64388.17,4495.5,1460.66,343.47,4.648,6.473,10.21,10.0,90.0
51480.85,21857.13,8572.08,474.09,4.995,0.661,24.81,10.0,70.41
84583.81,16439.78,8086.9,608.5,8.728,1.651,22.1,10.0,68.52
84660.64,6506.05,5285.87,800.45,8.932,5.17,16.08,10.0,78.35
73844.99,4785.29,3434.53,1835.27,5.908,0.552,5.0,10.0,67.53
19486.12,16062.99,4351.66,766.76,2.886,2.037,14.73,10.0,81.07
85496.85,22620.09,9702.25,1071.48,8.203,1.448,18.84,10.0,70.1
70391.17,18240.65,2416.13,365.95,7.95,0.502,16.53,10.0,69.07
72732.17,9365.12,6006.24,1485.15,8.0,9.713,11.77,10.0,89.55
42668.46,15097.21,1290.79,1142.55,0.262,4.557,5.0,16.5,90.0
89135.16,8458.28,2569.98,907.82,7.563,8.603,8.71,10.0,90.0
75283.44,24979.59,7751.51,1897.01,8.542,3.646,12.81,10.0,73.49
20133.14,18972.14,3374.69,1786.77,6.09,0.522,5.0,10.0,67.59
46700.02,15745.16,9864.78,1336.05,7.537,6.987,16.93,10.0,86.47
89774.23,11158.22,5257.76,1847.53,7.784,0.484,8.99,10.0,67.28
14247.7,15835.65,5407.12,1151.32,5.115,5.573,12.78,10.0,87.35
96527.5,9198.79,844.99,1662.53,8.155,1.477,5.0,10.0,69.31
71124.63,1692.76,9587.0,848.45,7.944,6.741,19.69,10.0,79.85
66823.84,10482.12,2155.22,219.15,9.169,8.938,19.93,10.0,81.18
34350.33,23331.54,5614.24,1988.59,9.222,9.562,9.22,10.0,85.66
32391.26,16031.23,4258.91,372.98,5.344,5.325,21.46,10.0,81.25
94785.24,3014.94,4448.05,540.44,0.412,5.374,16.46,10.0,90.0
36844.52,22239.85,6611.35,368.05,0.289,0.479,24.86,22.32,83.68
79795.48,7453.0,6789.84,708.09,9.395,7.722,19.45,10.0,80.43
45380.96,6850.47,1965.74,614.1,3.44,9.566,9.61,10.0,90.0
22532.87,8130.18,5246.07,1222.15,3.838,4.439,12.48,10.0,87.4
10964.38,14852.85,8009.54,1993.1,4.752,7.958,11.22,10.0,90.0
58983.16,14072.51,4711.22,152.39,2.731,7.995,29.43,10.0,79.53
97820.09,12793.93,2075.14,1567.96,5.945,7.878,5.0,10.0,90.0
43222.26,18220.88,3475.56,299.58,7.868,7.611,21.22,10.0,82.92
42147.31,8596.91,2517.61,88.68,2.648,2.229,29.36,10.0,76.23
40968.25,19769.55,1695.27,1295.22,7.456,7.539,5.0,10.0,90.0
56848.95,5207.72,4087.02,1752.96,6.753,1.53,6.45,10.0,71.4
49659.84,19782.9,5638.89,393.78,5.303,7.154,22.77,10.0,82.88
89192.32,16931.44,1191.14,716.15,3.322,0.135,5.0,10.0,67.41
55496.87,17397.0,6236.32,379.06,8.74,9.196,24.99,10.0,79.74
55698.21,12557.28,9933.73,1817.69,4.088,8.291,13.45,10.0,90.0
22453.44,17008.04,9659.19,577.2,3.809,6.861,24.18,10.0,84.87
98446.56,2915.13,8377.15,917.19,6.45,1.035,17.03,10.0,70.57
32497.56,21437.23,3030.24,1794.75,9.211,8.267,5.0,10.0,87.97
16602.77,2333.13,712.87,1128.09,5.129,8.764,5.0,10.0,90.0
69683.16,4569.8,8418.65,1869.06,7.255,6.911,10.89,10.0,86.09
63582.97,14842.95,1029.34,1856.58,4.623,9.761,5.0,10.0,90.0
47363.11,18745.87,2453.47,950.12,2.266,1.02,7.61,10.0,77.4
47997.3,2830.04,5672.31,1185.65,1.327,7.116,11.54,10.0,90.0
80655.75,23098.36,2194.59,499.11,1.45,5.295,12.17,10.0,90.0
27614.14,24366.58,8420.99,1981.54,0.311,1.542,12.1,10.0,90.0
83822.8,15542.8,7883.02,592.72,5.574,6.618,22.19,10.0,83.15
68387.24,12549.84,7679.81,1577.45,1.398,8.015,14.07,10.0,90.0
47707.28,18793.48,8253.21,660.29,8.67,1.731,22.06,10.0,70.25
51222.58,8880.58,2587.17,660.43,9.831,7.956,11.96,10.0,83.28
33098.25,12838.35,7424.48,252.53,5.009,1.02,30.26,10.0,69.21
77690.29,22987.62,3875.17,1141.8,4.552,5.955,10.72,10.0,90.0
56158.73,23935.73,6835.03,527.42,3.546,8.005,21.65,10.0,87.86
38876.91,23249.66,1659.21,339.37,6.416,1.545,13.44,10.0,69.94
63644.51,7298.75,7203.07,492.0,6.119,5.758,22.47,10.0,78.48
99616.1,6579.26,9735.02,539.63,3.499,4.306,23.05,10.0,80.52
49173.61,8143.95,914.2,1032.96,3.497,6.112,5.0,10.0,90.0
92862.23,11591.47,1391.37,802.55,6.484,4.3,5.0,10.0,83.18
41051.52,8540.02,1674.55,197.21,5.59,2.584,18.88,10.0,74.84
14925.94,9981.11,4590.36,1095.26,7.214,2.613,12.89,10.0,75.62
28381.79,15895.29,3262.41,1586.11,9.42,8.661,6.29,10.0,87.11
47682.56,19300.62,8165.74,1169.76,7.818,1.649,16.3,10.0,69.63
29767.14,18653.4,5000.98,1950.35,3.113,1.319,8.18,10.0,72.94
10020.43,20546.17,5103.1,243.34,7.615,1.061,26.1,10.0,68.74
92350.14,1772.43,7311.86,1651.25,4.555,0.834,11.56,11.17,68.52
85949.15,2145.61,3938.71,1036.1,7.799,0.243,8.99,10.0,68.66
76806.3,19945.19,3855.47,1067.11,8.877,1.688,11.36,10.0,68.27
25103.31,13793.89,7690.8,1062.24,2.574,2.008,17.45,10.0,82.96
20832.72,14875.38,7910.4,684.37,2.463,2.77,21.65,10.0,83.69
16084.43,2262.08,636.79,682.88,4.383,1.328,5.0,16.07,71.1
75162.63,7127.53,1866.01,1282.1,0.61,1.032,5.0,27.65,90.0
93592.72,16320.5,2524.43,137.29,6.888,5.461,26.28,10.0,77.42
48748.22,21620.37,3840.2,1198.13,7.522,7.215,9.6,10.0,85.89
20722.66,23007.6,3268.76,1462.95,3.52,6.339,7.3,10.0,90.0
56115.35,13010.07,6850.94,744.84,4.706,5.611,19.14,10.0,88.02
41394.87,14091.38,8367.28,473.85,5.945,4.462,25.01,10.0,77.81
43734.24,20993.19,2324.83,466.1,0.829,6.376,14.06,10.0,90.0
65919.76,13902.99,5848.31,209.59,7.142,9.028,28.21,10.0,74.76
74684.63,13404.6,3994.25,224.95,5.314,6.311,24.12,10.0,81.96
19954.32,22722.02,5304.89,375.04,6.28,0.703,22.33,10.0,66.54
13203.12,19958.39,6397.2,87.39,7.266,5.747,37.03,10.0,70.3
99489.73,22817.74,8989.2,569.16,6.788,5.29,23.95,10.0,78.22
30945.55,6237.93,2326.78,647.48,1.044,4.575,10.6,10.0,90.0
14844.75,13585.01,1326.56,1990.68,7.848,5.731,5.0,10.0,83.09
27088.78,21219.33,6458.51,1983.79,6.139,6.759,10.66,10.0,86.65
13506.21,3667.55,4244.24,414.75,7.177,0.469,19.31,10.0,68.0
45262.98,20071.89,2047.58,465.41,2.689,4.854,13.03,10.0,90.0
82216.16,5391.36,1612.33,1009.22,2.292,8.191,5.0,10.0,90.0
40712.0,20394.85,5809.64,340.13,8.278,5.355,25.19,10.0,74.55
49976.51,15688.02,3354.47,1032.88,3.965,0.772,9.87,10.0,70.8
70802.81,5637.66,9975.55,828.81,5.796,7.773,19.59,10.0,82.06
55800.47,12360.5,4356.06,683.01,5.561,9.419,15.92,10.0,90.0
87530.11,17365.72,2516.72,1654.08,5.893,8.533,5.0,10.0,90.0
87943.21,16212.47,6474.07,1664.83,0.788,3.689,12.01,10.0,90.0
10891.96,11253.93,2820.42,1976.38,3.094,5.395,5.0,10.0,90.0
80024.17,22584.8,5193.82,485.02,0.758,5.954,20.16,10.0,90.0
51466.02,13462.32,5084.47,1782.14,4.854,7.186,8.48,10.0,90.0
98995.65,13140.82,4808.8,1098.8,9.031,6.694,11.96,10.0,81.34
53490.89,2494.01,8062.81,1203.35,3.953,2.071,14.22,10.0,76.1
98820.64,23130.89,2557.82,1797.77,7.846,8.446,5.0,10.0,90.0
77911.24,5250.8,9090.92,1888.13,2.944,8.507,11.57,10.0,90.0
32374.44,13680.27,8017.73,1467.28,8.577,4.103,15.15,10.0,77.64
58455.55,20285.62,3664.66,728.29,4.253,1.396,13.2,10.0,73.47
99292.21,6170.88,2215.72,1004.85,3.617,6.125,5.0,10.0,90.0
87177.75,13656.96,3155.58,1249.36,7.005,3.637,7.33,10.0,78.51
18763.02,6776.44,3660.04,1665.85,5.176,7.44,7.08,10.0,90.0
73573.48,19232.68,5790.87,1333.0,3.439,3.225,12.49,10.0,85.07
41102.16,14544.19,940.5,762.62,0.675,2.704,5.0,15.58,90.0
10628.4,21543.42,9186.41,864.87,1.75,8.69,21.13,10.0,90.0
46313.29,22469.39,1437.41,148.35,7.746,6.197,19.18,10.0,80.85
31127.9,16569.6,3153.1,1852.32,9.215,0.951,5.0,10.0,69.35
83698.23,18409.39,1538.23,221.83,1.771,6.925,17.36,10.0,90.0
40359.75,14181.28,2938.39,1180.87,5.737,7.552,8.34,10.0,90.0
84477.13,10226.29,8457.9,1749.72,0.438,2.429,12.52,10.0,90.0
10053.81,16554.83,6344.17,870.69,2.979,9.68,16.29,10.0,90.0
37703.72,22798.93,2659.57,1610.24,4.543,3.791,5.0,10.0,88.03
31704.87,11000.33,8781.71,1617.44,7.385,9.412,14.4,10.0,90.0
31021.06,8545.84,8106.76,166.7,0.537,3.007,34.04,10.0,74.42
16136.8,10322.49,7659.67,853.68,7.834,6.131,18.52,10.0,80.22
26841.18,11449.54,8552.51,1397.5,2.106,5.224,15.86,10.0,90.0
59999.46,2765.46,6386.67,873.59,7.619,9.922,14.73,10.0,88.27
36222.5,12962.6,5263.65,1113.08,6.292,4.143,13.58,10.0,80.15
47565.53,12863.54,4052.38,1209.19,3.462,1.875,10.15,10.0,78.0
43918.02,15122.65,2625.76,344.9,7.265,8.349,17.72,10.0,84.93
88831.44,9707.68,5795.41,853.36,2.44,0.516,16.0,10.0,71.2
91476.91,15714.58,8950.18,105.5,2.275,8.861,37.26,10.0,71.15
54366.13,22077.19,6142.83,341.77,0.711,1.195,25.27,10.0,83.67
39714.04,23931.3,9236.27,1048.9,3.991,5.763,19.42,10.0,85.88
19612.06,15006.69,3890.72,1168.49,1.067,7.163,9.98,10.0,90.0
95806.26,2022.18,7103.81,335.16,4.253,3.43,24.92,10.0,74.96
15420.43,24261.66,6662.32,1523.46,0.197,8.463,12.48,10.0,90.0
36788.52,17940.69,6869.12,777.33,1.635,5.978,18.18,10.0,90.0
36825.96,9063.13,6627.9,1845.27,9.33,4.012,10.67,10.0,73.99
38836.12,4531.78,2605.72,805.94,7.976,3.321,9.7,10.0,75.76
24785.82,4442.05,1864.11,342.13,2.438,1.209,13.87,14.25,75.95
80484.53,5025.87,9796.97,1528.04,7.211,6.44,14.81,10.0,84.23
21024.81,2093.74,930.3,1157.21,6.718,3.704,5.0,10.0,78.18
67141.6,22651.7,4943.5,804.04,1.852,3.274,15.41,10.0,90.0
21146.14,13978.44,4538.26,744.12,3.773,9.504,15.19,10.0,90.0
16348.21,17799.03,3920.18,344.0,9.146,2.801,21.77,10.0,73.01
91848.66,20874.6,7928.85,714.63,7.413,8.778,20.0,10.0,83.35
27111.59,19996.98,7580.83,107.22,7.627,9.751,37.35,10.0,70.5
83912.51,22182.53,9099.64,1029.68,5.682,8.245,18.9,10.0,89.02
59016.78,24214.11,4257.13,1798.61,6.689,0.293,6.78,10.0,67.23
17007.09,11537.69,5859.71,1600.9,5.137,8.699,11.04,10.0,90.0
95990.34,23808.05,8976.92,105.62,7.435,2.213,38.36,10.0,70.35
32226.51,18358.96,9941.56,1768.46,7.354,3.597,15.23,10.0,76.4
87368.08,2696.04,9708.3,932.03,0.408,9.917,18.02,10.0,90.0
25192.9,17362.79,7319.52,422.24,6.355,4.109,25.04,10.0,77.18
86854.86,17481.2,1860.66,1517.2,6.335,6.583,5.0,10.0,88.66
11190.59,22740.65,720.27,679.6,0.766,3.176,5.0,20.27,90.0
56060.24,9950.37,8339.57,543.97,4.163,3.757,23.07,10.0,78.53
79249.83,15037.88,8488.95,364.57,8.998,6.016,27.04,10.0,73.14
94131.6,1292.5,7590.43,998.91,9.539,9.488,15.66,10.0,84.36
91828.19,8969.81,3159.27,232.12,7.844,2.896,22.13,10.0,72.46
83766.24,2493.85,6578.27,1581.95,1.6,2.549,10.35,10.0,90.0
89937.22,13524.95,3504.36,967.82,3.81,0.36,11.97,10.0,69.17
27929.77,20618.74,4781.16,921.6,1.907,2.101,14.54,10.0,86.6
35576.59,5954.62,4133.13,53.62,6.556,2.698,37.89,10.0,69.68
36007.17,13658.59,9179.58,1644.83,7.754,0.722,14.97,10.0,66.48
43934.85,5896.21,2724.49,1011.03,8.849,5.68,8.57,10.0,83.79
45398.86,3896.52,5987.3,907.79,8.62,1.355,15.62,10.0,68.26
59009.98,13263.92,3929.32,1534.7,1.082,5.16,8.93,10.0,90.0
24389.18,2899.57,6799.18,172.65,1.344,1.971,31.49,10.0,74.33
72212.2,15096.51,5863.35,765.03,9.106,9.364,17.94,10.0,85.15
25080.99,1752.1,9277.79,1172.68,8.453,3.14,17.0,10.0,74.2
37927.76,3561.16,1465.32,948.13,4.658,1.02,5.0,10.0,71.74
55301.06,14199.94,2596.09,404.2,4.358,8.378,15.88,10.0,90.0
81679.65,15193.78,7780.31,633.59,5.573,4.08,21.23,10.0,79.38
76552.23,1695.69,4003.47,635.39,6.007,8.219,13.73,10.0,90.0
68098.09,14761.04,2074.95,1984.34,2.617,3.194,5.0,10.0,90.0
24019.59,21124.06,5281.55,686.08,4.097,5.05,18.57,10.0,86.18
59234.08,18335.59,6695.35,450.11,6.235,4.509,23.65,10.0,77.43
17870.19,4148.44,925.85,1654.14,2.142,5.623,5.0,12.61,90.0
43962.69,15219.39,3270.41,871.28,9.988,4.076,11.24,10.0,75.92
47216.49,17134.06,8189.51,915.53,2.901,5.018,18.87,10.0,90.0
13583.03,1893.55,5442.32,1120.33,5.569,6.825,12.77,10.0,90.0
34658.93,21528.34,836.1,1211.59,5.586,4.205,5.0,10.0,83.4
96008.45,22750.42,3178.53,1201.58,4.57,6.876,8.06,10.0,90.0
95826.93,21410.85,6571.84,117.27,2.491,7.172,36.21,10.0,72.28
41709.43,20791.16,2393.91,1646.74,5.697,7.514,5.0,10.0,90.0
13879.01,18879.16,8360.22,429.96,1.001,4.762,25.2,10.0,88.29
26118.54,16202.37,6927.47,620.07,3.931,0.138,20.12,10.0,65.25
45299.6,17287.05,4978.1,388.19,2.32,7.56,21.42,10.0,90.0
95300.17,20353.49,9198.43,1545.8,1.329,9.1,16.04,10.0,90.0
22707.92,16899.96,4222.11,1188.13,9.262,6.561,10.29,10.0,81.77
78716.43,8865.45,2733.2,1522.83,7.029,5.293,5.46,10.0,85.24
19781.43,10023.07,6783.33,1324.13,1.771,5.64,14.24,10.0,90.0
98313.18,22529.38,5946.3,253.11,9.499,6.444,27.15,10.0,75.59
44345.48,1410.93,3684.86,637.92,2.238,9.985,12.65,10.0,90.0
79771.11,17771.69,3764.81,1039.17,2.433,0.714,11.66,10.0,71.25
40833.2,23914.66,4283.0,644.64,1.419,0.31,16.66,10.0,70.02
66490.2,17949.48,3265.82,454.24,7.306,9.645,17.46,10.0,88.32
27281.45,24853.89,7247.29,1746.13,5.752,4.461,12.18,10.0,84.13
23141.89,17501.08,6687.9,1508.18,0.677,6.162,13.22,10.0,90.0
94425.77,1824.71,4687.39,723.18,0.35,7.559,14.97,10.0,90.0
92588.26,20848.24,4279.62,1541.77,5.373,7.447,9.02,10.0,90.0
89872.2,7831.12,3967.99,1273.7,6.55,6.507,8.52,10.0,88.95
66289.01,11705.37,3192.95,57.38,8.246,4.772,34.97,10.0,70.67
82744.14,8490.21,1314.12,791.51,4.835,5.803,5.0,10.0,90.0
16213.32,7445.3,3047.94,616.45,6.798,7.323,14.65,10.0,88.54
40131.01,11353.74,3551.41,474.92,7.363,8.523,17.65,10.0,85.87
38233.28,10090.03,5703.0,540.6,6.169,1.36,20.89,10.0,69.52
67208.08,16200.13,7850.99,1887.61,3.587,2.852,12.55,10.0,83.33
42036.2,20515.63,4259.17,998.32,1.406,4.036,11.85,10.0,90.0
23365.61,8130.13,9475.19,1703.03,6.511,6.688,15.23,10.0,87.69
63682.04,6129.31,8359.82,467.72,7.71,4.017,24.49,10.0,73.35
83294.55,17005.49,9855.62,390.09,1.979,2.465,28.88,10.0,77.87
44391.11,17087.68,8823.93,1783.14,4.999,0.428,13.08,10.0,68.21
21904.18,22627.15,6358.9,1016.62,4.033,8.441,15.32,10.0,90.0
27701.94,1382.7,6185.55,1795.55,2.136,4.247,9.1,10.0,90.0
31373.5,21472.98,1730.5,172.91,2.529,3.359,20.71,10.0,86.76
36990.78,13504.05,7362.79,1837.05,2.453,5.355,11.91,10.0,90.0
67851.56,15911.25,6201.97,860.12,4.247,1.317,16.96,10.0,71.52
64085.09,3192.91,5315.85,352.97,3.966,4.034,21.65,10.0,80.78
72647.19,11382.76,7086.23,1382.6,5.586,7.543,13.71,10.0,89.82
42625.18,6455.26,4718.45,1603.96,1.023,7.388,9.61,10.0,90.0
84159.79,7101.4,5476.67,142.38,5.854,7.742,30.54,10.0,73.97
28367.89,13098.28,4284.35,1975.03,0.316,4.727,7.0,10.0,90.0
52213.67,20498.94,7315.02,1409.2,2.648,3.752,13.56,10.0,90.0
82084.48,18850.74,8827.8,676.73,5.071,8.331,23.02,10.0,85.04
26214.28,15184.0,8488.03,345.02,6.901,1.816,26.7,10.0,68.76
19887.68,13946.04,7967.24,815.44,7.736,7.279,19.21,10.0,83.36
89531.56,11255.35,630.98,480.1,0.452,8.891,5.0,15.07,90.0
40863.67,24345.04,9162.86,1013.6,5.421,2.933,19.11,10.0,75.25
71548.31,14444.62,3111.32,1574.69,3.609,2.058,5.42,10.0,79.39
12281.37,7095.19,8935.75,1337.25,6.98,5.174,15.8,10.0,79.93
72104.22,6522.18,2371.2,900.07,2.909,2.242,7.46,10.0,86.56
38449.12,15672.47,4676.63,281.94,7.463,8.721,24.46,10.0,80.06
15016.68,13547.86,7619.29,1916.46,6.062,2.52,12.19,10.0,75.03
64883.15,1184.75,6582.65,577.22,7.918,3.208,19.29,10.0,73.9
31672.34,20921.57,4451.26,591.78,9.846,8.895,16.58,10.0,84.39
44812.65,17898.94,6946.93,1308.73,9.095,2.136,14.49,10.0,69.29
17252.27,16883.9,5715.02,1552.49,5.974,8.859,11.45,10.0,90.0
23244.69,2650.74,3119.49,1969.1,8.948,2.177,5.0,10.0,69.03
36817.95,9689.34,6640.13,1939.87,1.616,9.127,10.58,10.0,90.0
18078.36,23449.17,2440.35,1831.83,0.526,3.245,5.0,12.0,90.0
91974.36,21702.14,7092.89,898.86,5.378,2.538,17.34,10.0,76.1
10544.23,7853.03,529.55,375.01,9.746,4.824,5.0,10.0,77.88
53547.42,4769.41,5713.34,1189.72,7.126,3.755,12.47,10.0,77.12
21092.27,11778.11,4310.14,83.65,3.121,2.097,33.82,10.0,71.13
37691.12,9539.93,3379.49,432.69,6.721,3.45,17.58,10.0,74.32
93345.36,17373.43,5399.23,54.93,0.495,7.161,39.05,10.0,69.15
24552.51,24194.44,6630.46,402.05,4.759,8.336,24.62,10.0,86.18
96924.91,9712.03,9670.47,975.78,2.449,8.226,18.73,10.0,90.0
28521.49,2493.38,8414.11,816.98,0.587,7.592,19.98,10.0,90.0
76740.95,22542.74,7312.92,770.13,2.574,0.154,18.77,10.0,66.62
59200.95,1910.79,5050.19,1670.36,7.252,4.323,7.46,10.0,80.67
89603.09,23866.38,4225.37,1366.24,5.557,1.773,9.86,10.0,72.28
59859.39,16949.91,809.03,1876.04,0.332,0.827,5.0,30.82,90.0
58110.33,23600.54,3911.42,918.42,4.156,7.385,12.39,10.0,90.0
27591.22,5791.83,8559.58,580.85,7.546,7.955,22.85,10.0,82.54
24960.64,1976.8,4148.23,289.23,9.551,8.165,22.67,10.0,76.64
92484.02,12717.04,4885.06,1360.45,8.756,8.914,10.9,10.0,88.48
39505.44,11814.96,3082.43,1691.4,0.115,5.941,5.02,10.0,90.0
43487.4,8955.81,3104.26,408.29,2.265,9.981,16.54,10.0,90.0
78384.13,23983.76,1087.78,1763.57,2.157,4.889,5.0,10.0,90.0
40494.11,20742.01,6331.14,1076.24,4.19,8.847,15.32,10.0,90.0
95685.62,16877.97,4756.66,330.96,6.493,1.218,22.27,10.0,71.03
76413.5,4908.6,6256.63,1303.58,1.615,1.574,11.23,10.0,85.63
63768.63,18623.76,5695.43,1064.1,9.165,5.944,14.51,10.0,79.56
89280.56,18448.3,8089.02,104.96,7.793,1.329,37.81,10.0,67.46
14464.53,11201.64,7634.61,828.52,4.251,0.845,18.73,10.0,68.89
33135.64,23194.86,7828.81,1580.34,5.882,2.041,13.34,10.0,74.61
51853.27,5007.47,5242.77,1133.08,5.464,7.897,12.75,10.0,88.32
30428.07,7416.1,3861.87,599.98,5.864,9.282,15.62,10.0,89.9
76951.47,2517.38,9367.65,1860.85,8.615,3.401,11.93,10.0,74.91
92728.72,20090.82,1015.56,513.67,2.081,9.75,6.65,10.0,90.0
48139.31,15922.23,1949.9,542.84,6.869,8.115,10.99,10.0,89.33
40791.93,8558.57,4486.19,741.55,1.16,2.338,15.98,10.0,90.0
96539.57,4931.53,6332.6,1794.35,4.646,5.903,8.32,10.0,90.0
50036.72,1963.55,577.9,1039.87,6.395,9.82,5.0,10.0,90.0
54014.36,5001.89,7333.57,1380.25,0.224,8.503,13.43,10.0,90.0
41648.49,11878.83,5807.9,1953.72,1.17,3.697,8.8,10.0,90.0
91859.36,6932.25,5104.68,1577.43,1.004,3.133,7.86,10.0,90.0
61205.99,7215.57,4523.2,386.57,3.809,8.211,21.07,10.0,88.37
78595.71,22013.83,5435.13,1587.29,6.258,5.537,10.77,10.0,87.35
83062.6,13363.3,2036.96,1509.26,9.96,1.718,5.0,10.0,68.95
40766.41,18502.05,1532.76,503.6,2.615,3.346,9.22,10.0,90.0
49032.49,1857.06,3251.56,684.43,1.446,6.652,11.57,10.0,90.0
86362.46,9763.92,7240.3,1434.75,4.206,1.616,13.65,10.0,74.53
42692.98,12500.06,6088.73,514.87,1.545,7.017,21.86,10.0,90.0
81454.16,5474.0,5061.17,455.96,0.343,7.128,19.47,10.0,90.0
94689.31,3884.6,5929.45,1421.77,5.683,2.78,10.06,10.0,75.37
66088.93,21887.29,5812.95,1767.16,8.808,4.041,10.21,10.0,74.61
76746.46,23546.36,3416.9,196.28,8.622,9.361,24.21,10.0,80.77
82458.76,2891.36,1425.83,919.52,1.098,7.517,5.0,11.02,90.0
86053.57,9376.45,9019.43,1233.99,1.56,7.899,16.95,10.0,90.0
45554.8,23998.86,6199.16,1368.74,4.962,5.211,13.55,10.0,89.25
14613.71,2995.88,7128.61,1992.58,3.74,2.21,10.72,10.0,78.3
46168.86,16447.39,4907.97,1381.25,7.06,5.953,11.43,10.0,87.14
70638.06,24333.31,7686.57,1259.3,5.0,7.744,15.99,10.0,90.0
50531.53,24477.37,6052.72,1979.98,0.299,0.138,10.28,28.46,75.59
77406.68,12309.36,1011.11,168.3,2.917,1.226,14.67,10.0,74.43
42128.42,4905.98,8955.92,195.15,9.025,4.796,32.87,10.0,69.58
67126.97,5850.02,3402.59,1143.33,5.164,4.428,9.2,10.0,84.2
26777.78,22350.43,1809.96,749.4,8.0,9.825,7.14,10.0,90.0
77443.25,22880.39,1336.39,238.56,4.083,1.012,15.12,10.0,71.77
59112.64,15589.11,7344.18,647.58,6.802,3.304,21.25,10.0,73.87
28365.79,19388.23,7187.7,1364.99,1.773,8.17,14.73,10.0,90.0
36272.01,18758.35,7151.54,1767.2,7.392,6.163,12.24,10.0,84.22
77374.78,16883.72,9199.65,233.93,7.887,5.66,32.05,10.0,71.73
53434.11,20854.65,3814.96,1103.28,0.992,7.438,10.91,10.0,90.0
29442.83,17449.76,5830.76,627.43,1.915,0.496,19.9,10.0,70.19
97054.41,13816.06,6385.21,1351.29,4.683,9.48,12.85,10.0,90.0
74361.25,6686.95,9805.08,1121.43,6.411,1.994,18.26,10.0,73.91
96142.13,18853.32,3467.29,1857.09,6.411,0.91,5.86,10.0,69.6
48439.45,12362.51,9585.15,123.48,6.715,3.456,37.28,10.0,69.57
52759.03,8075.0,1912.98,966.57,7.173,7.053,5.33,10.0,86.55
90815.97,20246.71,7758.01,425.88,5.107,2.392,25.32,10.0,70.17
57254.44,17721.13,6512.42,1096.72,5.791,0.594,16.06,10.0,68.31
73655.1,23496.15,8260.51,1714.48,0.183,0.668,13.49,16.84,90.0
32695.56,4970.6,772.51,1827.07,1.749,2.64,5.0,16.14,90.0
50205.38,16580.54,1242.24,826.55,5.036,1.439,5.0,10.0,72.47
21110.49,6861.75,1162.11,1632.97,7.481,3.787,5.0,10.0,76.53
28538.2,22685.99,6133.11,596.99,8.108,1.813,21.28,10.0,71.88
10084.91,3387.99,6227.89,62.29,7.317,3.509,39.44,10.0,71.12
13533.85,16747.88,9108.0,1717.72,4.915,4.5,14.5,10.0,85.68
97955.54,19986.06,4942.23,282.85,2.885,7.451,24.73,10.0,85.81
31811.83,9518.03,1146.47,84.34,4.503,2.351,21.46,10.0,74.11
69697.96,23899.31,2490.53,739.91,0.192,4.803,10.03,10.0,90.0
85518.97,21417.54,576.69,789.79,6.02,8.172,5.0,10.0,90.0
59559.44,8070.84,7878.79,200.58,0.838,9.865,31.94,10.0,79.07
23783.01,1180.99,8248.19,1637.66,1.539,5.617,11.19,10.0,90.0
